img_id,img_name,question,answer,q_lang,location,modality,answer_type,base_type,content_type,triple,qid
115,xmlab115/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",113
115,xmlab115/source.jpg,What is the main organ in the image?,Lung,en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",114
115,xmlab115/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",115
115,xmlab115/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",116
115,xmlab115/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",117
115,xmlab115/source.jpg,What diseases are included in the picture?,Lung Cancer,en,Lung,CT,OPEN,vqa,Abnormality,"['vhead', '_', '_']",118
115,xmlab115/source.jpg,Is the lung healthy?,No,en,Lung,CT,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",119
115,xmlab115/source.jpg,Where is/are the abnormality located?,"Left Lung, Right",en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",120
115,xmlab115/source.jpg,"Which is the biggest in this image,lung,liver or heart?",Lung,en,Lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",121
116,xmlab116/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",122
116,xmlab116/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",123
116,xmlab116/source.jpg,What is the main organ in the image?,"Lung, Heart",en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",124
116,xmlab116/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",125
116,xmlab116/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",126
116,xmlab116/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",127
116,xmlab116/source.jpg,Does the picture contain heart?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",128
116,xmlab116/source.jpg,"Which is the biggest in this image,lung,liver or heart?",Lung,en,Lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",129
117,xmlab117/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",130
117,xmlab117/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",131
117,xmlab117/source.jpg,What is the main organ in the image?,"Liver, Heart, Spleen, Lung",en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",132
117,xmlab117/source.jpg,What is the largest organ in the picture?,Heart,en,Lung,CT,OPEN,vqa,Size,"['vhead', '_', '_']",133
117,xmlab117/source.jpg,Does the picture contain liver?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",134
117,xmlab117/source.jpg,Does the picture contain lung?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",135
117,xmlab117/source.jpg,Does the picture contain heart?,Yes,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",136
117,xmlab117/source.jpg,"Which is the biggest in this image,lung,liver or heart?",Heart,en,Lung,CT,CLOSED,vqa,Size,"['vhead', '_', '_']",137
118,xmlab118/source.jpg,What modality is used to take this image?,CT,en,Lung,CT,OPEN,vqa,Modality,"['vhead', '_', '_']",138
118,xmlab118/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,CT,OPEN,vqa,Position,"['vhead', '_', '_']",139
118,xmlab118/source.jpg,What is the main organ in the image?,Spinal Cord,en,Lung,CT,OPEN,vqa,Organ,"['vhead', '_', '_']",140
118,xmlab118/source.jpg,Does the picture contain liver?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",141
118,xmlab118/source.jpg,Does the picture contain lung?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",142
118,xmlab118/source.jpg,Does the picture contain heart?,No,en,Lung,CT,CLOSED,vqa,Organ,"['vhead', '_', '_']",143
12,xmlab12/source.jpg,What modality is used to take this image?,MRI,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",144
12,xmlab12/source.jpg,Which part of the body does this image belong to?,Abdomen,en,Abdomen,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",145
12,xmlab12/source.jpg,What is the mr weighting in this image?,T2,en,Abdomen,MRI,OPEN,vqa,Modality,"['vhead', '_', '_']",146
12,xmlab12/source.jpg,Does the picture contain liver?,No,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",147
12,xmlab12/source.jpg,Does the picture contain kidney?,No,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",148
12,xmlab12/source.jpg,Does the picture contain spleen?,No,en,Abdomen,MRI,CLOSED,vqa,Organ,"['vhead', '_', '_']",149
12,xmlab12/source.jpg,Where is the liver?,Not seen,en,Abdomen,MRI,OPEN,vqa,Position,"['vhead', '_', '_']",150
120,xmlab120/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",151
120,xmlab120/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",152
120,xmlab120/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",153
120,xmlab120/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",154
120,xmlab120/source.jpg,What diseases are included in the picture?,Effusion,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",155
120,xmlab120/source.jpg,Where is/are the abnormality located?,"Right Lung, Lower Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",156
120,xmlab120/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",157
122,xmlab122/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",158
122,xmlab122/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",159
122,xmlab122/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",160
122,xmlab122/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",161
122,xmlab122/source.jpg,What diseases are included in the picture?,Noudle,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",162
122,xmlab122/source.jpg,Where is/are the abnormality located?,"Left Lung, Upper Right",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",163
122,xmlab122/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",164
123,xmlab123/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",165
123,xmlab123/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",166
123,xmlab123/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",167
123,xmlab123/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",168
123,xmlab123/source.jpg,What diseases are included in the picture?,"Cardiomegaly, Pneumothorax",en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",169
123,xmlab123/source.jpg,Where is/are the abnormality located?,"Center, Left Lung",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",170
123,xmlab123/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",171
123,xmlab123/source.jpg,"Which organ is abnormal, heart or lung?",Both,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",172
125,xmlab125/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",173
125,xmlab125/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",174
125,xmlab125/source.jpg,Does this image look abnormal?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",175
125,xmlab125/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",176
125,xmlab125/source.jpg,What diseases are included in the picture?,Nodule,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",177
125,xmlab125/source.jpg,Where is/are the abnormality located?,"Left Lung, Lower Right",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",178
125,xmlab125/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",179
126,xmlab126/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",180
126,xmlab126/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",181
126,xmlab126/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",182
126,xmlab126/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",183
126,xmlab126/source.jpg,Where is/are the abnormality located?,"Right Lung, Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",184
126,xmlab126/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",185
126,xmlab126/source.jpg,Does the lung look healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",186
131,xmlab131/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",187
131,xmlab131/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",188
131,xmlab131/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",189
131,xmlab131/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",190
131,xmlab131/source.jpg,What diseases are included in the picture?,Atelectasis,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",191
131,xmlab131/source.jpg,Where is/are the abnormality located?,"Right Lung, Lower Left",en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",192
131,xmlab131/source.jpg,Is the lung healthy?,No,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",193
132,xmlab132/source.jpg,What modality is used to take this image?,X-Ray,en,Lung,X-Ray,OPEN,vqa,Modality,"['vhead', '_', '_']",194
132,xmlab132/source.jpg,Which part of the body does this image belong to?,Chest,en,Lung,X-Ray,OPEN,vqa,Position,"['vhead', '_', '_']",195
132,xmlab132/source.jpg,Are there abnormalities in this image?,Yes,en,Lung,X-Ray,CLOSED,vqa,Abnormality,"['vhead', '_', '_']",196
132,xmlab132/source.jpg,What is the largest organ in the picture?,Lung,en,Lung,X-Ray,OPEN,vqa,Size,"['vhead', '_', '_']",197
132,xmlab132/source.jpg,What diseases are included in the picture?,Cardiomegal,en,Lung,X-Ray,OPEN,vqa,Abnormality,"['vhead', '_', '_']",198
